slice_file_name,fsID,start,end,salience,fold,classID,class
102853-8-0-2.wav,102853,1,5,2,7,3,siren
102853-8-0-3.wav,102853,1.5,5.5,2,7,3,siren
102853-8-0-4.wav,102853,2,6,2,7,3,siren
102853-8-0-5.wav,102853,2.5,6.5,2,7,3,siren
102853-8-0-6.wav,102853,3,7,2,7,3,siren
102853-8-1-0.wav,102853,27.214044,31.214044,2,7,3,siren
102871-8-0-0.wav,102871,0,4,1,2,3,siren
102871-8-0-1.wav,102871,0.5,4.5,1,2,3,siren
102871-8-0-10.wav,102871,5,9,1,2,3,siren
102871-8-0-11.wav,102871,5.5,9.5,1,2,3,siren
102871-8-0-12.wav,102871,6,10,1,2,3,siren
102871-8-0-13.wav,102871,6.5,10.5,1,2,3,siren
102871-8-0-14.wav,102871,7,11,1,2,3,siren
102871-8-0-15.wav,102871,7.5,11.5,1,2,3,siren
102871-8-0-2.wav,102871,1,5,1,2,3,siren
102871-8-0-3.wav,102871,1.5,5.5,1,2,3,siren
102871-8-0-4.wav,102871,2,6,1,2,3,siren
102871-8-0-5.wav,102871,2.5,6.5,1,2,3,siren
102871-8-0-6.wav,102871,3,7,1,2,3,siren
102871-8-0-7.wav,102871,3.5,7.5,1,2,3,siren
102871-8-0-8.wav,102871,4,8,1,2,3,siren
102871-8-0-9.wav,102871,4.5,8.5,1,2,3,siren
103076-3-0-0.wav,103076,0,2.527184,1,8,2,dog_bark
103076-3-1-0.wav,103076,6.788349,7.756796,1,8,2,dog_bark
103076-3-2-0.wav,103076,10.265534,10.717475,1,8,2,dog_bark
104327-2-0-15.wav,104327,7.5,11.5,2,6,1,children_playing
104327-2-0-19.wav,104327,9.5,13.5,2,6,1,children_playing
104327-2-0-26.wav,104327,13,17,2,6,1,children_playing
104327-2-0-28.wav,104327,14,18,2,6,1,children_playing
104327-2-0-3.wav,104327,1.5,5.5,2,6,1,children_playing
104327-2-0-30.wav,104327,15,19,2,6,1,children_playing
104327-2-0-34.wav,104327,17,21,2,6,1,children_playing
104327-2-0-4.wav,104327,2,6,2,6,1,children_playing
104421-2-0-1.wav,104421,0.5,4.5,2,5,1,children_playing
104421-2-0-15.wav,104421,7.5,11.5,2,5,1,children_playing
104421-2-0-20.wav,104421,10,14,2,5,1,children_playing
104421-2-0-29.wav,104421,14.5,18.5,2,5,1,children_playing
104421-2-0-3.wav,104421,1.5,5.5,2,5,1,children_playing
104421-2-0-5.wav,104421,2.5,6.5,2,5,1,children_playing
104421-2-0-7.wav,104421,3.5,7.5,2,5,1,children_playing
104421-2-1-3.wav,104421,91.652072,95.652072,1,5,1,children_playing
105088-3-0-10.wav,105088,5,9,1,9,2,dog_bark
105088-3-0-11.wav,105088,5.5,9.5,1,9,2,dog_bark
105088-3-0-19.wav,105088,9.5,13.5,1,9,2,dog_bark
105088-3-0-8.wav,105088,4,8,1,9,2,dog_bark
105289-8-0-0.wav,105289,26.31554,30.31554,2,7,3,siren
105289-8-0-1.wav,105289,26.81554,30.81554,2,7,3,siren
105289-8-0-2.wav,105289,27.31554,31.31554,2,7,3,siren
105289-8-0-3.wav,105289,27.81554,31.81554,2,7,3,siren
105289-8-0-4.wav,105289,28.31554,32.31554,2,7,3,siren
105289-8-0-5.wav,105289,28.81554,32.81554,2,7,3,siren
105289-8-1-0.wav,105289,40.426771,44.426771,1,7,3,siren
105289-8-1-1.wav,105289,40.926771,44.926771,1,7,3,siren
105289-8-1-2.wav,105289,41.426771,45.426771,1,7,3,siren
105289-8-1-3.wav,105289,41.926771,45.926771,1,7,3,siren
105289-8-1-4.wav,105289,42.426771,46.426771,1,7,3,siren
105289-8-2-0.wav,105289,53.012464,57.012464,2,7,3,siren
105289-8-2-1.wav,105289,53.512464,57.512464,2,7,3,siren
105289-8-2-2.wav,105289,54.012464,58.012464,2,7,3,siren
105289-8-2-3.wav,105289,54.512464,58.512464,2,7,3,siren
105289-8-2-4.wav,105289,55.012464,59.012464,2,7,3,siren
105289-8-2-5.wav,105289,55.512464,59.512464,2,7,3,siren
105289-8-2-6.wav,105289,56.012464,60.012464,2,7,3,siren
105289-8-2-7.wav,105289,56.512464,60.512464,2,7,3,siren
105319-3-0-22.wav,105319,11,15,2,6,2,dog_bark
105319-3-0-29.wav,105319,14.5,18.5,2,6,2,dog_bark
105319-3-0-39.wav,105319,19.5,23.5,2,6,2,dog_bark
105415-2-0-1.wav,105415,0.5,4.5,1,1,1,children_playing
105415-2-0-15.wav,105415,7.5,11.5,1,1,1,children_playing
105415-2-0-19.wav,105415,9.5,13.5,1,1,1,children_playing
105415-2-0-21.wav,105415,10.5,14.5,1,1,1,children_playing
105415-2-0-24.wav,105415,12,16,1,1,1,children_playing
105415-2-0-4.wav,105415,2,6,1,1,1,children_playing
105415-2-0-6.wav,105415,3,7,1,1,1,children_playing
105415-2-0-8.wav,105415,4,8,1,1,1,children_playing
106905-8-0-0.wav,106905,43.636489,47.636489,2,1,3,siren
106905-8-0-1.wav,106905,44.136489,48.136489,2,1,3,siren
106905-8-0-2.wav,106905,44.636489,48.636489,2,1,3,siren
106905-8-0-3.wav,106905,45.136489,49.136489,2,1,3,siren
107090-1-0-0.wav,107090,25.500254,26.099176,2,8,0,car_horn
107090-1-1-0.wav,107090,29.715744,30.54502,2,8,0,car_horn
107190-3-0-0.wav,107190,0,0.794875,1,8,2,dog_bark
107357-8-0-0.wav,107357,0,4,2,7,3,siren
107357-8-0-1.wav,107357,0.5,4.5,2,7,3,siren
107357-8-0-2.wav,107357,1,5,2,7,3,siren
107357-8-0-3.wav,107357,1.5,5.5,2,7,3,siren
107357-8-0-4.wav,107357,2,6,2,7,3,siren
107357-8-0-5.wav,107357,2.5,6.5,2,7,3,siren
107357-8-0-6.wav,107357,3,7,2,7,3,siren
107357-8-0-7.wav,107357,3.5,7.5,2,7,3,siren
107357-8-0-8.wav,107357,4,8,2,7,3,siren
107357-8-1-0.wav,107357,159.017232,163.017232,2,7,3,siren
107357-8-1-1.wav,107357,159.517232,163.517232,2,7,3,siren
107357-8-1-10.wav,107357,164.017232,168.017232,2,7,3,siren
107357-8-1-11.wav,107357,164.517232,168.517232,2,7,3,siren
107357-8-1-12.wav,107357,165.017232,169.017232,2,7,3,siren
107357-8-1-13.wav,107357,165.517232,169.517232,2,7,3,siren
107357-8-1-14.wav,107357,166.017232,170.017232,2,7,3,siren
107357-8-1-15.wav,107357,166.517232,170.517232,2,7,3,siren
107357-8-1-16.wav,107357,167.017232,171.017232,2,7,3,siren
107357-8-1-17.wav,107357,167.517232,171.517232,2,7,3,siren
107357-8-1-18.wav,107357,168.017232,172.017232,2,7,3,siren
107357-8-1-2.wav,107357,160.017232,164.017232,2,7,3,siren
107357-8-1-3.wav,107357,160.517232,164.517232,2,7,3,siren
107357-8-1-4.wav,107357,161.017232,165.017232,2,7,3,siren
107357-8-1-5.wav,107357,161.517232,165.517232,2,7,3,siren
107357-8-1-6.wav,107357,162.017232,166.017232,2,7,3,siren
107357-8-1-7.wav,107357,162.517232,166.517232,2,7,3,siren
107357-8-1-8.wav,107357,163.017232,167.017232,2,7,3,siren
107357-8-1-9.wav,107357,163.517232,167.517232,2,7,3,siren
108187-3-2-0.wav,108187,15.751454,16.246588,2,2,2,dog_bark
108187-3-3-0.wav,108187,18.010504,19.093609,2,2,2,dog_bark
108187-3-4-0.wav,108187,24.911435,26.304,2,2,2,dog_bark
108187-3-6-0.wav,108187,31.5648,33.266824,2,2,2,dog_bark
108362-2-0-11.wav,108362,5.5,9.5,1,1,1,children_playing
108362-2-0-12.wav,108362,6,10,1,1,1,children_playing
108362-2-0-21.wav,108362,10.5,14.5,1,1,1,children_playing
108362-2-0-23.wav,108362,11.5,15.5,1,1,1,children_playing
108362-2-0-29.wav,108362,14.5,18.5,1,1,1,children_playing
108362-2-0-30.wav,108362,15,19,1,1,1,children_playing
108362-2-0-7.wav,108362,3.5,7.5,1,1,1,children_playing
108362-2-0-9.wav,108362,4.5,8.5,1,1,1,children_playing
109233-3-0-3.wav,109233,16.952386,20.952386,1,6,2,dog_bark
109233-3-0-4.wav,109233,17.452386,21.452386,1,6,2,dog_bark
109233-3-0-5.wav,109233,17.952386,21.952386,1,6,2,dog_bark
109233-3-0-6.wav,109233,18.452386,22.452386,1,6,2,dog_bark
109703-2-0-134.wav,109703,67,71,2,2,1,children_playing
109703-2-0-14.wav,109703,7,11,2,2,1,children_playing
109703-2-0-153.wav,109703,76.5,80.5,2,2,1,children_playing
109703-2-0-29.wav,109703,14.5,18.5,2,2,1,children_playing
109703-2-0-32.wav,109703,16,20,2,2,1,children_playing
109703-2-0-48.wav,109703,24,28,2,2,1,children_playing
109703-2-0-50.wav,109703,25,29,2,2,1,children_playing
109711-3-1-0.wav,109711,3.332443,5.69896,1,4,2,dog_bark
109711-3-2-4.wav,109711,14.001624,18.001624,1,4,2,dog_bark
109711-3-2-6.wav,109711,15.001624,19.001624,1,4,2,dog_bark
110134-3-0-0.wav,110134,0,1.130113,1,8,2,dog_bark
110371-3-0-1.wav,110371,0.790852,4.790852,1,5,2,dog_bark
110371-3-1-0.wav,110371,15.269745,19.269745,1,5,2,dog_bark
110371-3-1-1.wav,110371,15.769745,19.769745,1,5,2,dog_bark
110389-3-0-0.wav,110389,0,0.552041,1,9,2,dog_bark
110688-3-0-11.wav,110688,5.5,9.5,2,8,2,dog_bark
110688-3-0-17.wav,110688,8.5,12.5,2,8,2,dog_bark
110688-3-0-2.wav,110688,1,5,2,8,2,dog_bark
110688-3-0-32.wav,110688,16,20,2,8,2,dog_bark
110918-3-0-1.wav,110918,0.5,4.5,1,7,2,dog_bark
110918-3-0-26.wav,110918,13,17,1,7,2,dog_bark
110918-3-0-40.wav,110918,20,24,1,7,2,dog_bark
110918-3-0-9.wav,110918,4.5,8.5,1,7,2,dog_bark
111671-8-0-0.wav,111671,1.197766,5.197766,1,5,3,siren
111671-8-0-1.wav,111671,1.697766,5.697766,1,5,3,siren
111671-8-0-10.wav,111671,6.197766,10.197766,1,5,3,siren
111671-8-0-11.wav,111671,6.697766,10.697766,1,5,3,siren
111671-8-0-12.wav,111671,7.197766,11.197766,1,5,3,siren
111671-8-0-13.wav,111671,7.697766,11.697766,1,5,3,siren
111671-8-0-14.wav,111671,8.197766,12.197766,1,5,3,siren
111671-8-0-15.wav,111671,8.697766,12.697766,1,5,3,siren
111671-8-0-16.wav,111671,9.197766,13.197766,1,5,3,siren
111671-8-0-17.wav,111671,9.697766,13.697766,1,5,3,siren
111671-8-0-18.wav,111671,10.197766,14.197766,1,5,3,siren
111671-8-0-19.wav,111671,10.697766,14.697766,1,5,3,siren
111671-8-0-2.wav,111671,2.197766,6.197766,1,5,3,siren
111671-8-0-20.wav,111671,11.197766,15.197766,1,5,3,siren
111671-8-0-21.wav,111671,11.697766,15.697766,1,5,3,siren
111671-8-0-22.wav,111671,12.197766,16.197766,1,5,3,siren
111671-8-0-3.wav,111671,2.697766,6.697766,1,5,3,siren
111671-8-0-4.wav,111671,3.197766,7.197766,1,5,3,siren
111671-8-0-5.wav,111671,3.697766,7.697766,1,5,3,siren
111671-8-0-6.wav,111671,4.197766,8.197766,1,5,3,siren
111671-8-0-7.wav,111671,4.697766,8.697766,1,5,3,siren
111671-8-0-8.wav,111671,5.197766,9.197766,1,5,3,siren
111671-8-0-9.wav,111671,5.697766,9.697766,1,5,3,siren
112195-3-0-38.wav,112195,19,23,1,2,2,dog_bark
112195-3-0-48.wav,112195,24,28,1,2,2,dog_bark
112195-3-0-57.wav,112195,28.5,32.5,1,2,2,dog_bark
112195-3-0-80.wav,112195,40,44,1,2,2,dog_bark
113160-8-0-0.wav,113160,0.1029,0.90369,1,4,3,siren
113785-3-0-0.wav,113785,0.259572,0.703092,1,2,2,dog_bark
113785-3-1-0.wav,113785,0.991278,1.592177,1,2,2,dog_bark
114280-3-0-0.wav,114280,0,4,1,8,2,dog_bark
114280-3-0-1.wav,114280,0.5,4.5,1,8,2,dog_bark
114587-3-0-2.wav,114587,2.467612,6.467612,1,1,2,dog_bark
114587-3-0-4.wav,114587,3.467612,7.467612,1,1,2,dog_bark
114587-3-0-5.wav,114587,3.967612,7.967612,1,1,2,dog_bark
114587-3-0-7.wav,114587,4.967612,8.967612,1,1,2,dog_bark
115411-3-0-0.wav,115411,4.352579,5.374102,2,7,2,dog_bark
115411-3-2-0.wav,115411,15.322853,18.9426,2,7,2,dog_bark
115411-3-3-0.wav,115411,23.161936,27.161936,2,7,2,dog_bark
115535-3-0-0.wav,115535,0,0.490667,1,4,2,dog_bark
115536-3-0-0.wav,115536,0,2.964396,1,3,2,dog_bark
115537-3-0-0.wav,115537,1.665407,2.340997,1,2,2,dog_bark
116163-3-0-0.wav,116163,0.764195,1.036249,2,5,2,dog_bark
116163-3-1-0.wav,116163,1.351097,1.757649,2,5,2,dog_bark
116163-3-2-0.wav,116163,2.139747,3.258529,1,5,2,dog_bark
116400-3-0-2.wav,116400,1,5,1,3,2,dog_bark
116400-3-1-0.wav,116400,12.269801,16.269801,1,3,2,dog_bark
116400-3-1-1.wav,116400,12.769801,16.769801,1,3,2,dog_bark
116400-3-1-2.wav,116400,13.269801,17.269801,1,3,2,dog_bark
116423-2-0-0.wav,116423,0,4,1,6,1,children_playing
116423-2-0-1.wav,116423,0.5,4.5,1,6,1,children_playing
116423-2-0-2.wav,116423,1,5,1,6,1,children_playing
116423-2-0-3.wav,116423,1.5,5.5,1,6,1,children_playing
116423-2-0-4.wav,116423,2,6,1,6,1,children_playing
116483-3-0-1.wav,116483,0.5,4.5,1,9,2,dog_bark
116483-3-0-2.wav,116483,1,5,1,9,2,dog_bark
116483-3-1-0.wav,116483,17.555333,21.555333,1,9,2,dog_bark
116483-3-1-2.wav,116483,18.555333,22.555333,1,9,2,dog_bark
116484-3-0-12.wav,116484,6,10,1,4,2,dog_bark
116484-3-0-16.wav,116484,8,12,1,4,2,dog_bark
116484-3-0-6.wav,116484,3,7,1,4,2,dog_bark
116484-3-0-8.wav,116484,4,8,1,4,2,dog_bark
116485-3-0-4.wav,116485,2,6,1,7,2,dog_bark
116485-3-0-6.wav,116485,3,7,1,7,2,dog_bark
116485-3-2-0.wav,116485,27.595083,31.595083,1,7,2,dog_bark
116485-3-2-4.wav,116485,29.595083,33.595083,1,7,2,dog_bark
117048-3-0-17.wav,117048,8.5,12.5,1,3,2,dog_bark
117048-3-0-23.wav,117048,11.5,15.5,1,3,2,dog_bark
117048-3-0-25.wav,117048,12.5,16.5,1,3,2,dog_bark
117048-3-0-35.wav,117048,17.5,21.5,1,3,2,dog_bark
117072-3-0-11.wav,117072,6.828188,10.828188,1,3,2,dog_bark
117072-3-0-14.wav,117072,8.328188,12.328188,1,3,2,dog_bark
117072-3-0-19.wav,117072,10.828188,14.828188,1,3,2,dog_bark
117072-3-0-8.wav,117072,5.328188,9.328188,1,3,2,dog_bark
117181-8-0-0.wav,117181,0,4,1,8,3,siren
117181-8-0-1.wav,117181,0.5,4.5,1,8,3,siren
117181-8-0-10.wav,117181,5,9,1,8,3,siren
117181-8-0-11.wav,117181,5.5,9.5,1,8,3,siren
117181-8-0-12.wav,117181,6,10,1,8,3,siren
117181-8-0-2.wav,117181,1,5,1,8,3,siren
117181-8-0-3.wav,117181,1.5,5.5,1,8,3,siren
117181-8-0-4.wav,117181,2,6,1,8,3,siren
117181-8-0-5.wav,117181,2.5,6.5,1,8,3,siren
117181-8-0-6.wav,117181,3,7,1,8,3,siren
117181-8-0-7.wav,117181,3.5,7.5,1,8,3,siren
117181-8-0-8.wav,117181,4,8,1,8,3,siren
117181-8-0-9.wav,117181,4.5,8.5,1,8,3,siren
11722-3-0-0.wav,11722,0.087343,1.345883,1,10,2,dog_bark
11722-3-1-0.wav,11722,2.02081,2.459512,1,10,2,dog_bark
117271-3-0-0.wav,117271,0,4,1,6,2,dog_bark
117271-3-0-1.wav,117271,0.5,4.5,1,6,2,dog_bark
117271-3-0-2.wav,117271,1,5,1,6,2,dog_bark
117271-3-0-3.wav,117271,1.5,5.5,1,6,2,dog_bark
117536-1-0-0.wav,117536,31.064967,31.640588,2,4,0,car_horn
118070-1-0-0.wav,118070,0.392887,0.617964,1,3,0,car_horn
118072-3-0-0.wav,118072,0,1.066667,1,6,2,dog_bark
118101-3-0-0.wav,118101,1.042871,5.042871,1,1,2,dog_bark
118101-3-0-3.wav,118101,2.542871,6.542871,1,1,2,dog_bark
118101-3-0-4.wav,118101,3.042871,7.042871,1,1,2,dog_bark
118101-3-0-6.wav,118101,4.042871,8.042871,1,1,2,dog_bark
118279-8-0-0.wav,118279,0,4,2,1,3,siren
118279-8-0-1.wav,118279,0.5,4.5,2,1,3,siren
118279-8-0-10.wav,118279,5,9,2,1,3,siren
118279-8-0-11.wav,118279,5.5,9.5,2,1,3,siren
118279-8-0-12.wav,118279,6,10,2,1,3,siren
118279-8-0-13.wav,118279,6.5,10.5,2,1,3,siren
118279-8-0-14.wav,118279,7,11,2,1,3,siren
118279-8-0-2.wav,118279,1,5,2,1,3,siren
118279-8-0-3.wav,118279,1.5,5.5,2,1,3,siren
118279-8-0-4.wav,118279,2,6,2,1,3,siren
118279-8-0-5.wav,118279,2.5,6.5,2,1,3,siren
118279-8-0-6.wav,118279,3,7,2,1,3,siren
118279-8-0-7.wav,118279,3.5,7.5,2,1,3,siren
118279-8-0-8.wav,118279,4,8,2,1,3,siren
118279-8-0-9.wav,118279,4.5,8.5,2,1,3,siren
118496-1-0-0.wav,118496,1.394779,1.649762,2,3,0,car_horn
118496-1-1-0.wav,118496,1.963587,2.155369,2,3,0,car_horn
118587-3-0-2.wav,118587,1,5,1,7,2,dog_bark
118587-3-0-21.wav,118587,10.5,14.5,1,7,2,dog_bark
118587-3-0-6.wav,118587,3,7,1,7,2,dog_bark
118961-3-0-0.wav,118961,0,0.770312,1,3,2,dog_bark
118962-3-0-0.wav,118962,0,2.129854,1,2,2,dog_bark
118963-3-0-0.wav,118963,0,0.519479,1,1,2,dog_bark
118964-3-0-0.wav,118964,0,1.103896,1,4,2,dog_bark
119420-3-0-0.wav,119420,0.182207,3.17482,1,9,2,dog_bark
119420-3-1-0.wav,119420,4.919591,6.752704,1,9,2,dog_bark
121299-1-0-0.wav,121299,49.966977,50.59947,2,5,0,car_horn
121528-8-1-0.wav,121528,24.030115,28.030115,2,3,3,siren
121528-8-1-1.wav,121528,24.530115,28.530115,2,3,3,siren
121888-3-0-0.wav,121888,0,0.749977,1,4,2,dog_bark
122199-3-1-1.wav,122199,15.147059,19.147059,2,8,2,dog_bark
122199-3-1-2.wav,122199,15.647059,19.647059,2,8,2,dog_bark
122199-3-1-3.wav,122199,16.147059,20.147059,2,8,2,dog_bark
122199-3-1-6.wav,122199,17.647059,21.647059,2,8,2,dog_bark
123399-2-0-13.wav,123399,6.5,10.5,1,3,1,children_playing
123399-2-0-19.wav,123399,9.5,13.5,1,3,1,children_playing
123399-2-0-22.wav,123399,11,15,1,3,1,children_playing
123399-2-0-5.wav,123399,2.5,6.5,1,3,1,children_playing
123399-2-0-54.wav,123399,27,31,1,3,1,children_playing
123399-2-0-74.wav,123399,37,41,1,3,1,children_playing
123399-2-0-83.wav,123399,41.5,45.5,1,3,1,children_playing
123399-2-0-91.wav,123399,45.5,49.5,1,3,1,children_playing
123688-8-0-0.wav,123688,14.175572,18.175572,2,2,3,siren
123688-8-0-1.wav,123688,14.675572,18.675572,2,2,3,siren
123688-8-0-10.wav,123688,19.175572,23.175572,2,2,3,siren
123688-8-0-11.wav,123688,19.675572,23.675572,2,2,3,siren
123688-8-0-12.wav,123688,20.175572,24.175572,2,2,3,siren
123688-8-0-13.wav,123688,20.675572,24.675572,2,2,3,siren
123688-8-0-14.wav,123688,21.175572,25.175572,2,2,3,siren
123688-8-0-15.wav,123688,21.675572,25.675572,2,2,3,siren
123688-8-0-16.wav,123688,22.175572,26.175572,2,2,3,siren
123688-8-0-17.wav,123688,22.675572,26.675572,2,2,3,siren
123688-8-0-18.wav,123688,23.175572,27.175572,2,2,3,siren
123688-8-0-2.wav,123688,15.175572,19.175572,2,2,3,siren
123688-8-0-3.wav,123688,15.675572,19.675572,2,2,3,siren
123688-8-0-4.wav,123688,16.175572,20.175572,2,2,3,siren
123688-8-0-5.wav,123688,16.675572,20.675572,2,2,3,siren
123688-8-0-6.wav,123688,17.175572,21.175572,2,2,3,siren
123688-8-0-7.wav,123688,17.675572,21.675572,2,2,3,siren
123688-8-0-8.wav,123688,18.175572,22.175572,2,2,3,siren
123688-8-0-9.wav,123688,18.675572,22.675572,2,2,3,siren
123688-8-1-0.wav,123688,56.044659,60.044659,1,2,3,siren
123688-8-1-1.wav,123688,56.544659,60.544659,1,2,3,siren
123688-8-1-2.wav,123688,57.044659,61.044659,1,2,3,siren
123688-8-1-3.wav,123688,57.544659,61.544659,1,2,3,siren
123688-8-1-4.wav,123688,58.044659,62.044659,1,2,3,siren
123688-8-1-5.wav,123688,58.544659,62.544659,1,2,3,siren
123688-8-2-0.wav,123688,71.53549,75.53549,2,2,3,siren
123688-8-2-1.wav,123688,72.03549,76.03549,2,2,3,siren
123688-8-2-2.wav,123688,72.53549,76.53549,2,2,3,siren
123688-8-2-3.wav,123688,73.03549,77.03549,2,2,3,siren
123688-8-2-4.wav,123688,73.53549,77.53549,2,2,3,siren
124389-8-1-0.wav,124389,195.913986,199.913986,2,6,3,siren
124389-8-1-1.wav,124389,196.413986,200.413986,2,6,3,siren
124389-8-1-10.wav,124389,200.913986,204.913986,2,6,3,siren
124389-8-1-11.wav,124389,201.413986,205.413986,2,6,3,siren
124389-8-1-12.wav,124389,201.913986,205.913986,2,6,3,siren
124389-8-1-13.wav,124389,202.413986,206.413986,2,6,3,siren
124389-8-1-14.wav,124389,202.913986,206.913986,2,6,3,siren
124389-8-1-15.wav,124389,203.413986,207.413986,2,6,3,siren
124389-8-1-16.wav,124389,203.913986,207.913986,2,6,3,siren
124389-8-1-17.wav,124389,204.413986,208.413986,2,6,3,siren
124389-8-1-18.wav,124389,204.913986,208.913986,2,6,3,siren
124389-8-1-2.wav,124389,196.913986,200.913986,2,6,3,siren
124389-8-1-3.wav,124389,197.413986,201.413986,2,6,3,siren
124389-8-1-4.wav,124389,197.913986,201.913986,2,6,3,siren
124389-8-1-5.wav,124389,198.413986,202.413986,2,6,3,siren
124389-8-1-6.wav,124389,198.913986,202.913986,2,6,3,siren
124389-8-1-7.wav,124389,199.413986,203.413986,2,6,3,siren
124389-8-1-8.wav,124389,199.913986,203.913986,2,6,3,siren
124389-8-1-9.wav,124389,200.413986,204.413986,2,6,3,siren
125520-1-0-0.wav,125520,0.175344,1.03822,1,8,0,car_horn
125520-1-1-0.wav,125520,1.87341,4.051365,1,8,0,car_horn
125520-1-2-0.wav,125520,4.572783,5.440273,1,8,0,car_horn
125520-1-3-0.wav,125520,5.841718,6.709209,1,8,0,car_horn
125520-1-4-0.wav,125520,7.318298,7.885858,1,8,0,car_horn
125523-3-0-1.wav,125523,0.5,4.5,1,3,2,dog_bark
125523-3-0-11.wav,125523,5.5,9.5,1,3,2,dog_bark
125523-3-0-3.wav,125523,1.5,5.5,1,3,2,dog_bark
125554-3-0-0.wav,125554,0.572068,2.220842,1,6,2,dog_bark
125574-3-0-0.wav,125574,0,1.45068,1,6,2,dog_bark
125791-3-0-12.wav,125791,6,10,1,1,2,dog_bark
125791-3-0-13.wav,125791,6.5,10.5,1,1,2,dog_bark
125791-3-0-15.wav,125791,7.5,11.5,1,1,2,dog_bark
125791-3-0-9.wav,125791,4.5,8.5,1,1,2,dog_bark
12647-3-0-0.wav,12647,0.712115,1.443739,1,3,2,dog_bark
12647-3-1-0.wav,12647,1.902224,3.102089,1,3,2,dog_bark
12647-3-2-0.wav,12647,5.238432,6.438297,1,3,2,dog_bark
12647-3-3-0.wav,12647,6.682172,10.682172,1,3,2,dog_bark
126521-3-0-12.wav,126521,8.321995,12.321995,2,5,2,dog_bark
126521-3-0-17.wav,126521,10.821995,14.821995,2,5,2,dog_bark
126521-3-0-18.wav,126521,11.321995,15.321995,2,5,2,dog_bark
126521-3-0-2.wav,126521,3.321995,7.321995,2,5,2,dog_bark
128030-3-0-0.wav,128030,0.672951,1.359227,1,3,2,dog_bark
